Rank;Track;Artist;Streams;Date
73;Kemba Walker;by Eladio Carrion, Bad Bunny;70496;9/2/19
74;5 Sentidos;by Dvicio, Taburete;69230;9/2/19
75;Date La Vuelta;by Luis Fonsi, Sebastian Yatra, Nicky Jam;67852;9/2/19
76;Contra La Pared;by Sean Paul, J Balvin;67818;9/2/19
77;La Playa;by Myke Towers;66638;9/2/19
78;Trueno: Bzrp Freestyle Sessions, Vol. 6;by Bizarrap, Trueno;66508;9/2/19
79;Si Supieras;by Daddy Yankee, Wisin & Yandel;66040;9/2/19
80;La Boca - Remix;by Mau y Ricky, Camilo, Lunay;64587;9/2/19
81;Boomerang;by Sech;64382;9/2/19
82;Indeciso;by Reik, J Balvin, Lalo Ebratt;63504;9/2/19
83;Aute Cuture;by ROSALÍA;61969;9/2/19
84;Ransom;by Lil Tecca;61646;9/2/19
85;Nicki Nicole: Bzrp Music Sessions, Vol. 13;by Bizarrap, Nicki Nicole;59700;9/2/19
86;Si Se Da;by Myke Towers, Farruko;59341;9/2/19
87;Autoestima (Feat. Lola Indigo, Alizzz) - Remix;by Cupido;59075;9/2/19
88;Someone You Loved;by Lewis Capaldi;58043;9/2/19
89;Aleluya;by Reik, Manuel Turizo;57458;9/2/19
90;Un Año;by Sebastian Yatra, Reik;57170;9/2/19
91;Me llama;by Beret;56937;9/2/19
92;Old Town Road - Remix;by Lil Nas X, Billy Ray Cyrus;56825;9/2/19
93;Una Vida Para Recordar;by Piso 21, Myke Towers;55958;9/2/19
94;Que Mas Pues - Remix;by Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez;55842;9/2/19
95;Mi Persona Favorita;by Alejandro Sanz, Camila Cabello;55740;9/2/19
96;Nada Sale Mal;by Aitana;55318;9/2/19
97;Ocean;by KAROL G;54882;9/2/19
98;Bellacoso;by Residente, Bad Bunny;54787;9/2/19
99;MALAMENTE - Cap.1: Augurio;by ROSALÍA;54703;9/2/19
100;Adan y Eva;by Paulo Londra;54052;9/2/19
101;nana triste;by Natalia Lacunza, Guitarricadelafuente;53984;9/2/19
102;Amanece;by Anuel AA, Haze;52141;9/2/19
103;Instagram;by Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike;51671;9/2/19
104;No Te Preocupes por Mi;by Leiva;51630;9/2/19
105;Shallow;by Lady Gaga, Bradley Cooper;51532;9/2/19
106;Celébrate;by Miki Núñez;51391;9/2/19
107;Amor Genuino;by Ozuna;51057;9/2/19
108;Con La Miel En Los Labios;by Aitana;50541;9/2/19
109;Muito Calor;by Ozuna, Anitta;50200;9/2/19
110;Tú No Amas;by Mambo Kingz, DJ Luian, Anuel AA, KAROL G, Arcangel;49445;9/2/19
111;Maldición;by Lola Indigo, Lalo Ebratt;49288;9/2/19
112;Ella Quiere Beber - Remix;by Anuel AA, Romeo Santos;49269;9/2/19
113;Beautiful People (feat. Khalid);by Ed Sheeran;49011;9/2/19
114;Cambio;by Ozuna, Anuel AA;48813;9/2/19
115;Secreto;by Anuel AA, KAROL G;48514;9/2/19
116;Baila Baila Baila;by Ozuna;48169;9/2/19
117;Baila Baila Baila - Remix;by Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA;47766;9/2/19
118;La Respuesta;by Becky G, Maluma;47328;9/2/19
119;Vas A Quedarte;by Aitana;47135;9/2/19
120;Te echo de menos;by Beret;46862;9/2/19
121;Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky);by Dvicio, Jesús Reik;46667;9/2/19
122;Soldadito marinero;by Fito y Fitipaldis;46314;9/2/19
123;Sucker;by Jonas Brothers;46250;9/2/19
124;Cuando Nadie Ve;by Morat;46192;9/2/19
125;Te esperaré toda la vida;by Dani Fernández;45073;9/2/19
126;Princesas;by Pereza;45013;9/2/19
127;Nada;by Cazzu, Lyanno, Rauw Alejandro, Dalex;44333;9/2/19
128;Cúrame (feat. Manuel Turizo);by Prince Royce;44177;9/2/19
129;How Do You Sleep?;by Sam Smith;43851;9/2/19
130;Fuego;by Estopa;43561;9/2/19
131;Disparos;by Dani Fernández;43145;9/2/19
132;Por Eso Vine;by Paulo Londra;43068;9/2/19
133;Déjala Que Baile (with Alejandro Sanz & Arkano);by Melendi;42898;9/2/19
134;Yyanosé;by Israel B, LOWLIGHT;42814;9/2/19
135;Sobrenatural;by Juan Magán, Alvaro Soler, Marielle Hazlo;42420;9/2/19
136;Serpiente Veneno (feat. Ele A El Dominio);by Kidd Keo;41936;9/2/19
137;No Se Me Quita (feat. Ricky Martin);by Maluma;41812;9/2/19
138;Perdón;by David Bisbal, Greeicy;41589;9/2/19
139;Pa ti pa mí na má;by Demarco Flamenco;40807;9/2/19
140;Como Tu;by Bandaga;40594;9/2/19
141;Don't Call Me Up;by Mabel;40498;9/2/19
142;Vaina Loca;by Ozuna, Manuel Turizo;39730;9/2/19
143;Sin Pijama;by Becky G, Natti Natasha;39703;9/2/19
144;Lo siento;by Beret;39647;9/2/19
145;Apriétala;by Rvfv;39504;9/2/19
146;Cristina;by Sebastian Yatra;39297;9/2/19
147;Aullando;by Wisin & Yandel, Romeo Santos;39272;9/2/19
148;En Cero;by Yandel, Sebastian Yatra, Manuel Turizo;39227;9/2/19
149;Como Si Fueras a Morir Mañana;by Leiva;39203;9/2/19
150;Guantanamera;by Guitarricadelafuente;39191;9/2/19
151;Latina (feat. Maluma);by Reykon;39099;9/2/19
152;Vida;by Maka;38790;9/2/19
153;Besos En Guerra;by Morat, Juanes;38683;9/2/19
154;Fantasias;by Rauw Alejandro, Farruko;38641;9/2/19
155;Piece Of Your Heart;by MEDUZA, Goodboys;38152;9/2/19
156;Imposible;by Luis Fonsi, Ozuna;37691;9/2/19
157;Mi Religión;by Nil Moliner;37682;9/2/19
158;Mujer Bruja;by Lola Indigo, Mala Rodríguez;37493;9/2/19
159;El Efecto;by Rauw Alejandro, Chencho Corleone;37457;9/2/19
160;TELÉFONO;by Aitana;37408;9/2/19
161;Vuela;by Bombai;37189;9/2/19
162;Circles;by Post Malone;37140;9/2/19
163;Ya No Quiero Ná;by Lola Indigo;36902;9/2/19
164;Bandolera;by Bryant Myers, Alex Rose;36890;9/2/19
165;Como Camarón;by Estopa;36681;9/2/19
166;A Partir De Hoy;by David Bisbal, Sebastian Yatra;35977;9/2/19
167;Te Olvidaré;by MYA, Pedro Capó;35680;9/2/19
168;Goodbyes (Feat. Young Thug);by Post Malone;35324;9/2/19
169;Borracho & Loco;by Keen Levy;35084;9/2/19
170;Te Quiodio;by Pol Granch;35020;9/2/19
171;Punto G;by KAROL G;34949;9/2/19
172;Cuando zarpa el amor (feat. Juan Magán);by Camela;34697;9/2/19
173;Quiero, Quiero y Quiero;by Arnau Griso;34382;9/2/19
174;Un Planeta Llamado Nosotros;by Maldita Nerea;34290;9/2/19
175;Mejor No Nos Vemos;by Rels B;34180;9/2/19
176;Esclavo de Tus Besos;by Manuel Turizo, Ozuna;33905;9/2/19
177;Antes de Morirme (feat. Rosalía);by C. Tangana, ROSALÍA;33880;9/2/19
178;Sirenas;by Taburete;33664;9/2/19
179;Otra Copa;by Bandaga;33485;9/2/19
180;Benicàssim;by Juancho Marqués, Don Patricio, InnerCut;33459;9/2/19
181;Prendío;by Rvfv;33422;9/2/19
182;PIENSO EN TU MIRÁ - Cap.3: Celos;by ROSALÍA;33403;9/2/19
183;Desconocidos;by Mau y Ricky, Manuel Turizo, Camilo;33351;9/2/19
184;Cicatrices;by Natos y Waor;33341;9/2/19
185;Como Ronea (15 Aniversario);by Las Chuches, Daviles de Novelda;33256;9/2/19
186;Bohemian Rhapsody - Remastered 2011;by Queen;33254;9/2/19
187;Usted;by Juan Magán, Mala Rodríguez;33203;9/2/19
188;Déjame Ser;by Manuel Carrasco;33197;9/2/19
189;Otra Vez;by Justin Quiles;33181;9/2/19
190;La Boca;by Mau y Ricky, Camilo;32821;9/2/19
191;ABC;by Guitarricadelafuente;32758;9/2/19
192;Lover;by Taylor Swift;32729;9/2/19
193;Ganas Sobran;by Bryant Myers, Miky Woodz, Justin Quiles;32695;9/2/19
194;Mona Lisa;by Nacho, Nicky Jam;32666;9/2/19
195;Soldi;by Mahmood;32593;9/2/19
196;Brasilera;by Dvicio;32492;9/2/19
197;Hasta Abajo;by Kevin Roldan, Bryant Myers, Lyanno;32304;9/2/19
198;Nota Loca - Remix;by Eklectico, NeonG, Jamby El Favo, Felo Blonck, Galindo Again;32273;9/2/19
199;MIA (feat. Drake);by Bad Bunny;32093;9/2/19
200;Taki Taki (feat. Selena Gomez, Ozuna & Cardi B);by DJ Snake;32075;9/2/19
1;China;by Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;519031;9/3/19
2;Yo x Ti, Tu x Mi;by ROSALÍA, Ozuna;491280;9/3/19
3;Adicto (with Anuel AA & Ozuna);by Tainy;372034;9/3/19
4;De Tranquilote;by Danny Romero, Lérica;320696;9/3/19
5;Otro Trago - Remix;by Sech, Ozuna, Anuel AA, Darell, Nicky Jam;318638;9/3/19
6;Goteo;by Duki;317566;9/3/19
7;Callaita;by Bad Bunny, Tainy;271009;9/3/19
8;La Rubia - Remix 2;by La Nueva Escuela, Omar Montes;244629;9/3/19
9;No Me Conoce - Remix;by Jhay Cortez, J Balvin, Bad Bunny;242377;9/3/19
10;LA CANCIÓN;by J Balvin, Bad Bunny;232209;9/3/19
11;Diavla;by Chris Viz, Young Vene;227994;9/3/19
12;Señorita;by Shawn Mendes, Camila Cabello;218061;9/3/19
13;Soltera (Remix);by Lunay, Daddy Yankee, Bad Bunny;212148;9/3/19
14;QUE PRETENDES;by J Balvin, Bad Bunny;200240;9/3/19
15;Lola Bunny;by Lola Indigo, Don Patricio;195831;9/3/19
16;Loco Contigo (feat. J. Balvin & Tyga);by DJ Snake, J Balvin;192983;9/3/19
17;Velitas;by Darell, Brytiago;192741;9/3/19
18;Baila Conmigo (feat. Kelly Ruiz);by Dayvi, Victor Cardenas, Kelly Ruíz;189005;9/3/19
19;DOLLAR;by Becky G, Myke Towers;184704;9/3/19
20;Contando Lunares (feat. Cruz Cafuné);by Don Patricio;182730;9/3/19
21;Gan-Ga;by Bryant Myers;178772;9/3/19
22;Tutu;by Camilo, Pedro Capó;175756;9/3/19
23;Indios y Vaqueros;by Sinsinati, Álvaro De Luna;174865;9/3/19
24;A Escondidas;by $kyhook, Morad;171303;9/3/19
25;Te Quemaste;by Manuel Turizo, Anuel AA;167055;9/3/19
26;Si Se Da - Remix;by Myke Towers, Farruko, Arcangel, Sech, Zion;162576;9/3/19
27;11:00 PM;by Maluma;159190;9/3/19
28;Con Altura;by ROSALÍA, J Balvin, El Guincho;151983;9/3/19
29;Easy;by Jhay Cortez;149950;9/3/19
30;Mirándote;by Rvfv;146118;9/3/19
31;Rebota - Remix;by Guaynaa, Nicky Jam, Farruko, Becky G, Sech;134913;9/3/19
32;Inocente;by Myke Towers;129967;9/3/19
33;Cuaderno;by Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön;126624;9/3/19
34;Bésame;by David Bisbal, Juan Magán;126273;9/3/19
35;El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay);by Dímelo Flow;124422;9/3/19
36;Milionària;by ROSALÍA;121877;9/3/19
37;Cristina (feat. Shelow Shaq);by Maffio, Justin Quiles, Nacho;121374;9/3/19
38;Con Calma;by Daddy Yankee, Snow;121007;9/3/19
39;Verte Ir;by DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago;120836;9/3/19
40;Te Soñé de Nuevo;by Ozuna, Barloe Team;119836;9/3/19
41;No Te Veo - Remix;by Casper Magico, Anuel AA;117939;9/3/19
42;Calma - Remix;by Pedro Capó, Farruko;117542;9/3/19
43;Soldi (feat. Maikel Delacalle);by Mahmood;116380;9/3/19
44;I Don't Care (with Justin Bieber);by Ed Sheeran;116330;9/3/19
45;Ellos;by Ceky Viciny;115337;9/3/19
46;Santa María (Feat. Busy Signal);by Bad Gyal;111728;9/3/19
47;Lalala;by Y2K, bbno$;110645;9/3/19
48;Hola Señorita;by GIMS, Maluma;109999;9/3/19
49;bad guy;by Billie Eilish;109936;9/3/19
50;Enchochado de Ti;by Don Patricio;109025;9/3/19
51;Atrévete;by Nicky Jam, Sech;106040;9/3/19
52;¿CÓMO TE VA, QUERIDA?;by Rels B, Don Patricio;104019;9/3/19
53;Cuerpo en Venta;by Noriel, Myke Towers, Rauw Alejandro, Almighty;103493;9/3/19
54;Cicatrices (feat. Indara);by Sergio Contreras;100062;9/3/19
55;Mi Morena;by Juanfran;95740;9/3/19
56;Tal Vez;by Paulo Londra;92269;9/3/19
57;Soldadito de Hierro;by Nil Moliner;88818;9/3/19
58;Te Robaré;by Nicky Jam, Ozuna;88628;9/3/19
59;Déjate Querer;by Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds;88419;9/3/19
60;Swing;by Danny Ocean;87730;9/3/19
61;CANGURO;by WOS;86777;9/3/19
62;Me Quedo;by Aitana, Lola Indigo;86027;9/3/19
63;Runaway;by Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers;85193;9/3/19
64;Presiento;by Morat, Aitana;84038;9/3/19
65;Qué Bonito Es Querer;by Manuel Carrasco;81868;9/3/19
66;MOJAITA;by J Balvin, Bad Bunny;80900;9/3/19
67;Mírame - Remix;by Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell;79766;9/3/19
68;Hookah;by Bad Gyal;78375;9/3/19
69;HP;by Maluma;77830;9/3/19
70;Otro Trago;by Sech, Darell;75083;9/3/19
71;Delincuente;by Farruko, Anuel AA, Kendo Kaponi;74523;9/3/19
72;Pa Mí - Remix;by Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez;72787;9/3/19
73;Trueno: Bzrp Freestyle Sessions, Vol. 6;by Bizarrap, Trueno;71610;9/3/19
74;Date La Vuelta;by Luis Fonsi, Sebastian Yatra, Nicky Jam;70458;9/3/19
75;5 Sentidos;by Dvicio, Taburete;69236;9/3/19
76;La Boca - Remix;by Mau y Ricky, Camilo, Lunay;68282;9/3/19
77;La Playa;by Myke Towers;67842;9/3/19
78;Contra La Pared;by Sean Paul, J Balvin;67698;9/3/19
79;Ransom;by Lil Tecca;66557;9/3/19
80;Kemba Walker;by Eladio Carrion, Bad Bunny;66252;9/3/19
81;Boomerang;by Sech;65596;9/3/19
82;Indeciso;by Reik, J Balvin, Lalo Ebratt;65116;9/3/19
83;Si Supieras;by Daddy Yankee, Wisin & Yandel;64135;9/3/19
84;Me llama;by Beret;63026;9/3/19
85;Nicki Nicole: Bzrp Music Sessions, Vol. 13;by Bizarrap, Nicki Nicole;62228;9/3/19
86;Aute Cuture;by ROSALÍA;61378;9/3/19
87;Si Se Da;by Myke Towers, Farruko;59420;9/3/19
88;Aleluya;by Reik, Manuel Turizo;59256;9/3/19
89;Someone You Loved;by Lewis Capaldi;59255;9/3/19
90;Un Año;by Sebastian Yatra, Reik;58478;9/3/19
91;Una Vida Para Recordar;by Piso 21, Myke Towers;58223;9/3/19
92;Nada Sale Mal;by Aitana;57836;9/3/19
93;Ocean;by KAROL G;57305;9/3/19
94;Autoestima (Feat. Lola Indigo, Alizzz) - Remix;by Cupido;56689;9/3/19
95;Mi Persona Favorita;by Alejandro Sanz, Camila Cabello;56654;9/3/19
96;Celébrate;by Miki Núñez;56598;9/3/19
97;Que Mas Pues - Remix;by Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez;56457;9/3/19
98;Old Town Road - Remix;by Lil Nas X, Billy Ray Cyrus;56379;9/3/19
99;Adan y Eva;by Paulo Londra;55800;9/3/19
100;nana triste;by Natalia Lacunza, Guitarricadelafuente;55411;9/3/19
101;MALAMENTE - Cap.1: Augurio;by ROSALÍA;55149;9/3/19
102;Shallow;by Lady Gaga, Bradley Cooper;55139;9/3/19
103;Bellacoso;by Residente, Bad Bunny;54875;9/3/19
104;Instagram;by Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike;52856;9/3/19
105;Beautiful People (feat. Khalid);by Ed Sheeran;52680;9/3/19
106;Con La Miel En Los Labios;by Aitana;52092;9/3/19
107;Amor Genuino;by Ozuna;51000;9/3/19
108;Te echo de menos;by Beret;50955;9/3/19
109;No Te Preocupes por Mi;by Leiva;50572;9/3/19
110;Disparos;by Dani Fernández;49981;9/3/19
111;Baila Baila Baila;by Ozuna;49961;9/3/19
112;Amanece;by Anuel AA, Haze;49781;9/3/19
113;Te esperaré toda la vida;by Dani Fernández;49774;9/3/19
114;Ella Quiere Beber - Remix;by Anuel AA, Romeo Santos;49753;9/3/19
115;Baila Baila Baila - Remix;by Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA;49429;9/3/19
116;Sucker;by Jonas Brothers;48956;9/3/19
117;Cambio;by Ozuna, Anuel AA;48782;9/3/19
118;Secreto;by Anuel AA, KAROL G;48751;9/3/19
119;Vas A Quedarte;by Aitana;48645;9/3/19
120;Tú No Amas;by Mambo Kingz, DJ Luian, Anuel AA, KAROL G, Arcangel;48634;9/3/19
121;Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky);by Dvicio, Jesús Reik;48589;9/3/19
122;Muito Calor;by Ozuna, Anitta;48500;9/3/19
123;Maldición;by Lola Indigo, Lalo Ebratt;48472;9/3/19
124;Soldadito marinero;by Fito y Fitipaldis;47717;9/3/19
125;Nada;by Cazzu, Lyanno, Rauw Alejandro, Dalex;47072;9/3/19
126;La Respuesta;by Becky G, Maluma;46814;9/3/19
127;Sobrenatural;by Juan Magán, Alvaro Soler, Marielle Hazlo;46729;9/3/19
128;Cuando Nadie Ve;by Morat;46399;9/3/19
129;Por Eso Vine;by Paulo Londra;46398;9/3/19
130;Yyanosé;by Israel B, LOWLIGHT;46058;9/3/19
131;How Do You Sleep?;by Sam Smith;46016;9/3/19
132;Princesas;by Pereza;45975;9/3/19
133;Fuego;by Estopa;45315;9/3/19
134;Déjala Que Baile (with Alejandro Sanz & Arkano);by Melendi;45048;9/3/19
135;Cúrame (feat. Manuel Turizo);by Prince Royce;44585;9/3/19
136;Apriétala;by Rvfv;44098;9/3/19
137;No Se Me Quita (feat. Ricky Martin);by Maluma;44090;9/3/19
138;Pa ti pa mí na má;by Demarco Flamenco;42563;9/3/19
139;Latina (feat. Maluma);by Reykon;41860;9/3/19
140;Serpiente Veneno (feat. Ele A El Dominio);by Kidd Keo;41664;9/3/19
141;Don't Call Me Up;by Mabel;41598;9/3/19
142;Como Tu;by Bandaga;41316;9/3/19
143;Cristina;by Sebastian Yatra;41219;9/3/19
144;Lo siento;by Beret;41173;9/3/19
145;Sin Pijama;by Becky G, Natti Natasha;41113;9/3/19
146;Mi Religión;by Nil Moliner;41025;9/3/19
147;Vuela;by Bombai;40882;9/3/19
148;Perdón;by David Bisbal, Greeicy;40834;9/3/19
149;Vaina Loca;by Ozuna, Manuel Turizo;40789;9/3/19
150;when the party's over;by Billie Eilish;40397;9/3/19
151;Vida;by Maka;39746;9/3/19
152;Besos En Guerra;by Morat, Juanes;39669;9/3/19
153;Prendío;by Rvfv;39222;9/3/19
154;En Cero;by Yandel, Sebastian Yatra, Manuel Turizo;39027;9/3/19
155;Guantanamera;by Guitarricadelafuente;38880;9/3/19
156;TELÉFONO;by Aitana;38664;9/3/19
157;Como Ronea (15 Aniversario);by Las Chuches, Daviles de Novelda;38511;9/3/19
158;Aullando;by Wisin & Yandel, Romeo Santos;38440;9/3/19
159;Bandolera;by Bryant Myers, Alex Rose;38063;9/3/19
160;Como Si Fueras a Morir Mañana;by Leiva;37988;9/3/19
161;Como Camarón;by Estopa;37846;9/3/19
162;Te Olvidaré;by MYA, Pedro Capó;37676;9/3/19
163;Piece Of Your Heart;by MEDUZA, Goodboys;37578;9/3/19
164;Circles;by Post Malone;37571;9/3/19
165;Imposible;by Luis Fonsi, Ozuna;37396;9/3/19
166;Mujer Bruja;by Lola Indigo, Mala Rodríguez;37395;9/3/19
167;Ya No Quiero Ná;by Lola Indigo;37348;9/3/19
168;El Efecto;by Rauw Alejandro, Chencho Corleone;37285;9/3/19
169;A Partir De Hoy;by David Bisbal, Sebastian Yatra;37061;9/3/19
170;Borracho & Loco;by Keen Levy;36579;9/3/19
171;Brasilera;by Dvicio;36081;9/3/19
172;Fantasias;by Rauw Alejandro, Farruko;36049;9/3/19
173;Un Planeta Llamado Nosotros;by Maldita Nerea;35996;9/3/19
174;Cuando zarpa el amor (feat. Juan Magán);by Camela;35789;9/3/19
175;Punto G;by KAROL G;35250;9/3/19
176;lovely (with Khalid);by Billie Eilish;35059;9/3/19
177;Goodbyes (Feat. Young Thug);by Post Malone;34950;9/3/19
178;Otra Vez;by Justin Quiles;34791;9/3/19
179;Usted;by Juan Magán, Mala Rodríguez;34768;9/3/19
180;Quiero, Quiero y Quiero;by Arnau Griso;34722;9/3/19
181;Déjame Ser;by Manuel Carrasco;34605;9/3/19
182;Otra Copa;by Bandaga;34466;9/3/19
183;Sirenas;by Taburete;34407;9/3/19
184;Mejor No Nos Vemos;by Rels B;34226;9/3/19
185;Antes de Morirme (feat. Rosalía);by C. Tangana, ROSALÍA;34135;9/3/19
186;No te enamores;by Efecto Pasillo;33834;9/3/19
187;Cicatrices;by Natos y Waor;33741;9/3/19
188;MIA (feat. Drake);by Bad Bunny;33707;9/3/19
189;Bohemian Rhapsody - Remastered 2011;by Queen;33590;9/3/19
190;PIENSO EN TU MIRÁ - Cap.3: Celos;by ROSALÍA;33340;9/3/19
191;Dancing With A Stranger (with Normani);by Sam Smith;33296;9/3/19
192;Esclavo de Tus Besos;by Manuel Turizo, Ozuna;33268;9/3/19
193;Te Quiodio;by Pol Granch;33232;9/3/19
194;Lo siento (feat. Sofía Reyes);by Beret;33180;9/3/19
195;La Boca;by Mau y Ricky, Camilo;33106;9/3/19
196;Hasta Abajo;by Kevin Roldan, Bryant Myers, Lyanno;33009;9/3/19
197;Amasijo de huesos;by Sidecars;32921;9/3/19
198;Taki Taki (feat. Selena Gomez, Ozuna & Cardi B);by DJ Snake;32856;9/3/19
199;Te Vi;by Piso 21, Micro TDH;32792;9/3/19
200;La Libertad;by Alvaro Soler;32784;9/3/19
1;China;by Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;506799;9/4/19
2;Yo x Ti, Tu x Mi;by ROSALÍA, Ozuna;481126;9/4/19
3;Adicto (with Anuel AA & Ozuna);by Tainy;368624;9/4/19
4;Goteo;by Duki;324987;9/4/19
5;De Tranquilote;by Danny Romero, Lérica;323142;9/4/19
6;Otro Trago - Remix;by Sech, Ozuna, Anuel AA, Darell, Nicky Jam;312380;9/4/19
7;Callaita;by Bad Bunny, Tainy;265759;9/4/19
8;La Rubia - Remix 2;by La Nueva Escuela, Omar Montes;243512;9/4/19
9;No Me Conoce - Remix;by Jhay Cortez, J Balvin, Bad Bunny;241070;9/4/19
10;Diavla;by Chris Viz, Young Vene;226496;9/4/19
11;LA CANCIÓN;by J Balvin, Bad Bunny;225879;9/4/19
12;Señorita;by Shawn Mendes, Camila Cabello;214540;9/4/19
13;Soltera (Remix);by Lunay, Daddy Yankee, Bad Bunny;211191;9/4/19
14;Lola Bunny;by Lola Indigo, Don Patricio;197307;9/4/19
15;QUE PRETENDES;by J Balvin, Bad Bunny;196995;9/4/19
16;Velitas;by Darell, Brytiago;192381;9/4/19
17;Loco Contigo (feat. J. Balvin & Tyga);by DJ Snake, J Balvin;190662;9/4/19
18;DOLLAR;by Becky G, Myke Towers;183880;9/4/19
19;Tutu;by Camilo, Pedro Capó;181140;9/4/19
20;Baila Conmigo (feat. Kelly Ruiz);by Dayvi, Victor Cardenas, Kelly Ruíz;180574;9/4/19
21;Contando Lunares (feat. Cruz Cafuné);by Don Patricio;179806;9/4/19
22;Gan-Ga;by Bryant Myers;178810;9/4/19
23;Te Quemaste;by Manuel Turizo, Anuel AA;178499;9/4/19
24;Indios y Vaqueros;by Sinsinati, Álvaro De Luna;172773;9/4/19
25;A Escondidas;by $kyhook, Morad;172453;9/4/19
26;Si Se Da - Remix;by Myke Towers, Farruko, Arcangel, Sech, Zion;161242;9/4/19
27;11:00 PM;by Maluma;158637;9/4/19
28;Easy;by Jhay Cortez;152237;9/4/19
29;Con Altura;by ROSALÍA, J Balvin, El Guincho;150101;9/4/19
30;Mirándote;by Rvfv;144257;9/4/19
31;Rebota - Remix;by Guaynaa, Nicky Jam, Farruko, Becky G, Sech;131780;9/4/19
32;Inocente;by Myke Towers;130395;9/4/19
33;El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay);by Dímelo Flow;130323;9/4/19
34;Cuaderno;by Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön;128337;9/4/19
35;Bésame;by David Bisbal, Juan Magán;126152;9/4/19
36;Te Soñé de Nuevo;by Ozuna, Barloe Team;121232;9/4/19
37;Verte Ir;by DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago;121203;9/4/19
38;Milionària;by ROSALÍA;120781;9/4/19
39;Lalala;by Y2K, bbno$;119419;9/4/19
40;Cristina (feat. Shelow Shaq);by Maffio, Justin Quiles, Nacho;118439;9/4/19
41;No Te Veo - Remix;by Casper Magico, Anuel AA;117781;9/4/19
42;Con Calma;by Daddy Yankee, Snow;116915;9/4/19
43;Soldi (feat. Maikel Delacalle);by Mahmood;116169;9/4/19
44;Calma - Remix;by Pedro Capó, Farruko;115186;9/4/19
45;Ellos;by Ceky Viciny;114374;9/4/19
46;bad guy;by Billie Eilish;113439;9/4/19
47;Santa María (Feat. Busy Signal);by Bad Gyal;111974;9/4/19
48;I Don't Care (with Justin Bieber);by Ed Sheeran;111205;9/4/19
49;Hola Señorita;by GIMS, Maluma;109060;9/4/19
50;Enchochado de Ti;by Don Patricio;106221;9/4/19
51;Cuerpo en Venta;by Noriel, Myke Towers, Rauw Alejandro, Almighty;105411;9/4/19
52;Atrévete;by Nicky Jam, Sech;100162;9/4/19
53;¿CÓMO TE VA, QUERIDA?;by Rels B, Don Patricio;98302;9/4/19
54;Cicatrices (feat. Indara);by Sergio Contreras;94086;9/4/19
55;Déjate Querer;by Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds;91949;9/4/19
56;Te Robaré;by Nicky Jam, Ozuna;90426;9/4/19
57;CANGURO;by WOS;90323;9/4/19
58;Mi Morena;by Juanfran;89335;9/4/19
59;Me Quedo;by Aitana, Lola Indigo;89176;9/4/19
60;Swing;by Danny Ocean;87362;9/4/19
61;Tal Vez;by Paulo Londra;87306;9/4/19
62;Presiento;by Morat, Aitana;85485;9/4/19
63;Runaway;by Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers;84445;9/4/19
64;Soldadito de Hierro;by Nil Moliner;84181;9/4/19
65;Qué Bonito Es Querer;by Manuel Carrasco;82538;9/4/19
66;Mírame - Remix;by Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell;79676;9/4/19
